,Unnamed: 0,billing_entity,model,one_month,set_no,test_actual,test_mape,test_predicted,third_month,train_mape,two_month,val_mape
144,144.0,AHPN Clear Lake,PROPHET,46.06,1.0,[192307.   258690.24 299343.27],61.58,"[103722.2797567341, 97912.06344263462, 70280.0164214845]",76.52,53.58,62.15,64.54
145,145.0,AHPN Clear Lake,PROPHET,49.28,2.0,[ 258690.24  299343.27 1749036.69],61.81,"[131195.98258932825, 164889.32498472338, 153278.2820664511]",91.24,56.03,44.92,67.49
146,146.0,AHPN Clear Lake,PROPHET,40.1,3.0,[ 299343.27 1749036.69  896649.26],69.41,"[179309.56170746282, 161439.18902207172, 202911.35565272247]",77.37,55.2,90.77,59.1
147,147.0,AHPN Clear Lake,PROPHET,84.4,4.0,[1749036.69  896649.26 1994413.  ],80.5,"[272879.8686796158, 268912.54410091013, 257158.30061026444]",87.11,53.62,70.01,59.95
148,148.0,AHPN Clear Lake,PROPHET,22.85,5.0,[ 896649.26 1994413.   2014742.  ],52.32,"[691792.0356414539, 659267.4496050454, 661627.8386774573]",67.16,55.35,66.94,61.58
149,149.0,AHPN Clear Lake,PROPHET,55.31,6.0,[1994413. 2014742. 2187756.],59.52,"[891214.479497574, 855613.59496226, 750063.5196186623]",65.72,52.88,57.53,70.22
150,150.0,AHPN Clear Lake,PROPHET,36.44,7.0,[2014742. 2187756. 1377361.],33.2,"[1280554.5714962077, 1187084.2566058305, 1137391.1621819444]",17.42,50.42,45.74,79.82
151,151.0,AHPN Clear Lake,PROPHET,30.07,8.0,[2187756. 1377361. 1313712.],14.58,"[1529987.1588182368, 1467091.2380047068, 1407584.7604187434]",7.15,239.17,6.51,54.78
152,152.0,AHPN Clear Lake,PROPHET,38.31,9.0,[1377361.   1313712.   2703921.01],36.59,"[1905058.8691476304, 1805708.4039067104, 1784305.2138229206]",34.01,234.72,37.45,60.42
153,153.0,AHPN Clear Lake,PROPHET,46.54,10.0,[1313712.   2703921.01 1578583.03],37.28,"[1925081.6167190832, 1842279.2874963512, 2106220.0097335703]",33.42,254.17,31.87,32.96
154,154.0,AHPN Glendale,SARIMA,4.66,1.0,[2548254.03 3040553.03 2951123.  ],5.67,"[2667097.017137868, 2804200.4536422584, 2816206.4862286127]",4.57,11.42,7.77,5.01
155,155.0,AHPN Glendale,SARIMA,9.08,2.0,[3040553.03 2951123.   3228020.04],8.52,"[2764335.4014617815, 2745816.313753071, 2920952.753214215]",9.51,11.02,6.96,5.04
156,156.0,AHPN Glendale,SARIMA,2.85,3.0,[2951123.   3228020.04 3171632.31],8.95,"[2867149.756791558, 3060960.072458163, 2574007.076401276]",18.84,11.04,5.18,4.78
157,157.0,AHPN Glendale,SARIMA,3.69,4.0,[3228020.04 3171632.31 3627974.99],18.44,"[3108913.571369181, 2380713.907139706, 2659475.1857212125]",26.7,10.6,24.94,3.44
158,158.0,AHPN Glendale,SARIMA,22.06,5.0,[3171632.31 3627974.99 3007341.07],14.52,"[2471915.308942411, 2858619.4809714914, 2998655.9995990507]",0.29,9.46,21.21,5.95
159,159.0,AHPN Glendale,SARIMA,17.91,6.0,[3627974.99 3007341.07 3435716.  ],12.46,"[2978236.5866382546, 3093108.5346124833, 2865066.7078869375]",16.61,10.26,2.85,7.07
160,160.0,AHPN Glendale,SARIMA,20.16,7.0,[3007341.07 3435716.   3282077.21],8.59,"[3613663.316792953, 3443860.253812118, 3458689.760857868]",5.38,8.68,0.24,16.99
161,161.0,AHPN Glendale,SARIMA,5.87,8.0,[3435716.   3282077.21 3049545.87],4.89,"[3233887.976145734, 3473295.8472652463, 3139759.0204093643]",2.96,9.87,5.83,8.78
162,162.0,AHPN Glendale,SARIMA,8.9,9.0,[3282077.21 3049545.87 3176028.07],6.31,"[2989867.2099500024, 2990118.4653414474, 2919156.3256630646]",8.09,8.16,1.95,19.04
163,163.0,AHPN Glendale,SARIMA,10.81,10.0,[3049545.87 3176028.07 3933838.85],10.68,"[3379101.515086281, 3336311.7061522678, 3297425.8534792187]",16.18,10.4,5.05,5.95
164,164.0,AHPN Glendale,SARIMA,3.5,11.0,[3176028.07 3933838.85 3480470.4 ],10.21,"[3287044.040496599, 3176814.9356468813, 3205876.4743224015]",7.89,9.22,19.24,8.46
165,165.0,AHPN Glendale,SARIMAX,2.28,1.0,[2548254.03 3040553.03 2951123.  ],7.05,"[2606441.6212410713, 2736272.645740186, 2689513.836999101]",8.86,13.17,10.01,10.95
166,166.0,AHPN Glendale,SARIMAX,10.81,2.0,[3040553.03 2951123.   3228020.04],8.81,"[2711878.307610516, 2686582.5309223267, 3012768.4439169853]",6.67,12.39,8.96,6.26
167,167.0,AHPN Glendale,SARIMAX,4.23,3.0,[2951123.   3228020.04 3171632.31],6.73,"[2826221.8535760175, 3216329.854086116, 2677319.47045884]",15.59,12.72,0.36,8.9
168,168.0,AHPN Glendale,SARIMAX,0.73,4.0,[3228020.04 3171632.31 3627974.99],13.64,"[3251680.3383813244, 2669127.3924129223, 2744439.3071314795]",24.35,12.2,15.84,4.89
169,169.0,AHPN Glendale,SARIMAX,19.94,5.0,[3171632.31 3627974.99 3007341.07],15.92,"[2539139.4271386955, 2764881.3200396085, 2886489.9324077517]",4.02,10.05,23.79,1.78
170,170.0,AHPN Glendale,SARIMAX,27.39,6.0,[3627974.99 3007341.07 3435716.  ],15.67,"[2634135.5223982446, 2609379.6380301747, 3216625.084498044]",6.38,9.87,13.23,4.47
171,171.0,AHPN Glendale,SARIMAX,9.26,7.0,[3007341.07 3435716.   3282077.21],7.05,"[2728788.2403101344, 3773137.5910130246, 3214681.2205310967]",2.05,8.29,9.82,10.44
172,172.0,AHPN Glendale,SARIMAX,26.16,8.0,[3435716.   3282077.21 3049545.87],15.64,"[2536892.7632733155, 3080114.0099982508, 2604014.87422058]",14.61,9.89,6.15,14.23
173,173.0,AHPN Glendale,SARIMAX,11.25,9.0,[3282077.21 3049545.87 3176028.07],12.55,"[2912933.2556195995, 2671087.507173119, 2731260.3911088384]",14.0,7.13,12.41,19.02
174,174.0,AHPN Glendale,SARIMAX,8.47,10.0,[3049545.87 3176028.07 3933838.85],12.33,"[2791334.3054312747, 2836430.5048740623, 3232509.2284131777]",17.83,8.59,10.69,10.16
175,175.0,AHPN Glendale,SARIMAX,9.7,11.0,[3176028.07 3933838.85 3480470.4 ],10.73,"[3484184.757153777, 3334565.2067478066, 3228376.269665523]",7.24,9.08,15.23,2.42
176,176.0,AHPN Glendale,TBATS,7.74,1.0,[2548254.03 3040553.03 2951123.  ],8.03,"[2745505.2114152326, 2748787.6899097767, 2751758.5646283203]",6.76,58.29,9.6,6.11
177,177.0,AHPN Glendale,TBATS,10.3,2.0,[3040553.03 2951123.   3228020.04],11.09,"[2727346.5904528387, 2728806.9547848944, 2730000.3538393434]",15.43,56.89,7.53,7.52
178,178.0,AHPN Glendale,TBATS,5.67,3.0,[2951123.   3228020.04 3171632.31],10.32,"[2783668.6334168385, 2791580.6146491715, 2798432.982410284]",11.77,56.38,13.52,9.47
179,179.0,AHPN Glendale,TBATS,11.25,4.0,[3228020.04 3171632.31 3627974.99],13.76,"[2864908.804777743, 2872838.976666941, 2880713.0599571005]",20.6,53.7,9.42,7.75
180,180.0,AHPN Glendale,TBATS,6.46,5.0,[3171632.31 3627974.99 3007341.07],8.47,"[2966856.6696142815, 2973604.7784880665, 2980059.720792132]",0.91,48.96,18.04,11.07
181,181.0,AHPN Glendale,TBATS,17.47,6.0,[3627974.99 3007341.07 3435716.  ],10.33,"[2994288.5501219924, 2991627.625642127, 2989253.8881044914]",12.99,38.37,0.52,8.13
182,182.0,AHPN Glendale,TBATS,4.33,7.0,[3007341.07 3435716.   3282077.21],5.48,"[3137654.9719849206, 3149630.5369977765, 3158413.45759752]",3.77,19.97,8.33,13.75
183,183.0,AHPN Glendale,TBATS,10.79,8.0,[3435716.   3282077.21 3049545.87],6.03,"[3064871.4747409397, 3051916.738736941, 3040597.229764231]",0.29,19.51,7.01,10.14
184,184.0,AHPN Glendale,TBATS,4.74,9.0,[3282077.21 3049545.87 3176028.07],3.12,"[3126608.5129767456, 3105828.1630261857, 3088171.5902882875]",2.77,19.49,1.85,11.79
185,185.0,AHPN Glendale,TBATS,2.73,10.0,[3049545.87 3176028.07 3933838.85],8.66,"[3132871.202092456, 3113246.925315133, 3097610.0630926974]",21.26,18.08,1.98,5.93
186,186.0,AHPN Glendale,TBATS,1.4,11.0,[3176028.07 3933838.85 3480470.4 ],10.92,"[3131553.819212359, 3119515.649154095, 3109935.4721752866]",10.65,11.62,20.7,5.41
187,187.0,AHPN Glendale,VARMAX,0.95,1.0,[2548254.03 3040553.03 2951123.  ],6.0,"[2572374.348522858, 2793407.4438720495, 2687373.5651187897]",8.94,36.84,8.13,10.2
188,188.0,AHPN Glendale,VARMAX,1.24,2.0,[3040553.03 2951123.   3228020.04],9.27,"[3002773.033779087, 2616382.981344706, 2737032.427613083]",15.21,30.82,11.34,7.73
189,189.0,AHPN Glendale,VARMAX,11.76,3.0,[2951123.   3228020.04 3171632.31],6.89,"[2603936.8089650343, 3261838.3000383764, 2922871.1889307857]",7.84,38.26,1.05,6.79
190,190.0,AHPN Glendale,VARMAX,10.47,4.0,[3228020.04 3171632.31 3627974.99],11.65,"[3566062.3655390274, 3337449.3380101006, 2929781.717751583]",19.24,30.35,5.23,9.74
191,191.0,AHPN Glendale,VARMAX,3.21,5.0,[3171632.31 3627974.99 3007341.07],9.5,"[3273553.2730619186, 2956480.530131815, 2803427.812738517]",6.78,44.53,18.51,4.94
192,192.0,AHPN Glendale,VARMAX,23.99,6.0,[3627974.99 3007341.07 3435716.  ],21.7,"[2757488.134767785, 2482151.111529524, 2623625.666775473]",23.64,45.51,17.46,10.99
193,193.0,AHPN Glendale,VARMAX,20.14,7.0,[3007341.07 3435716.   3282077.21],12.54,"[2401731.1411241083, 3180723.497133265, 2951552.8685623854]",10.07,14.24,7.42,10.47
194,194.0,AHPN Glendale,VARMAX,8.57,8.0,[3435716.   3282077.21 3049545.87],8.24,"[3141338.6040040925, 3562467.9867494497, 3281335.327374954]",7.6,13.6,8.54,9.92
195,195.0,AHPN Glendale,VARMAX,0.74,9.0,[3282077.21 3049545.87 3176028.07],2.95,"[3306241.6571113914, 2898707.565479602, 3276941.8723553666]",3.18,16.44,4.95,15.25
196,196.0,AHPN Glendale,VARMAX,3.79,10.0,[3049545.87 3176028.07 3933838.85],9.37,"[3165188.5157742766, 3521701.224682472, 3405046.364126362]",13.44,12.65,10.88,10.67
197,197.0,AHPN Glendale,VARMAX,6.35,11.0,[3176028.07 3933838.85 3480470.4 ],14.61,"[3377725.9715073626, 3047025.2027314357, 2960156.5805049688]",14.95,7.12,22.54,1.34
198,198.0,AHPN Glendale,VARMA,6.53,1.0,[2548254.03 3040553.03 2951123.  ],4.12,"[2714640.9586268063, 3171312.918677136, 2996571.093365273]",1.54,27.64,4.3,7.1
199,199.0,AHPN Glendale,VARMA,3.98,2.0,[3040553.03 2951123.   3228020.04],7.06,"[2919467.853145188, 2751589.78752364, 2891495.35358425]",10.43,33.38,6.76,11.74
200,200.0,AHPN Glendale,VARMA,1.24,3.0,[2951123.   3228020.04 3171632.31],4.93,"[2914476.2725572237, 2996656.4745950997, 2969551.2350359596]",6.37,35.8,7.17,6.96
201,201.0,AHPN Glendale,VARMA,13.68,4.0,[3228020.04 3171632.31 3627974.99],12.81,"[3669762.8577724937, 3030661.69919285, 2891497.4843624677]",20.3,38.21,4.44,5.79
202,202.0,AHPN Glendale,VARMA,4.28,5.0,[3171632.31 3627974.99 3007341.07],8.82,"[3307451.123532522, 3111886.5722979116, 3246946.4784307913]",7.97,50.57,14.23,7.98
203,203.0,AHPN Glendale,VARMA,18.28,6.0,[3627974.99 3007341.07 3435716.  ],20.57,"[2964614.5654803016, 2408219.0185989, 2628498.8908435074]",23.49,52.89,19.92,7.87
204,204.0,AHPN Glendale,VARMA,22.53,7.0,[3007341.07 3435716.   3282077.21],11.74,"[2329678.368000547, 3475909.0064505003, 2904491.127142768]",11.5,16.53,1.17,8.05
205,205.0,AHPN Glendale,VARMA,0.69,8.0,[3435716.   3282077.21 3049545.87],3.27,"[3459303.2739125993, 3540713.082587821, 3011431.6636672444]",1.25,16.71,7.88,7.19
206,206.0,AHPN Glendale,VARMA,8.94,9.0,[3282077.21 3049545.87 3176028.07],9.73,"[3575526.08177698, 2497847.9215141865, 3244476.072642788]",2.16,16.72,18.09,18.66
207,207.0,AHPN Glendale,VARMA,2.31,10.0,[3049545.87 3176028.07 3933838.85],9.66,"[2978957.3013519556, 3510764.790960087, 3299513.670339393]",16.12,15.31,10.54,6.77
208,208.0,AHPN Glendale,VARMA,1.34,11.0,[3176028.07 3933838.85 3480470.4 ],15.26,"[3133547.3746232097, 2972999.315437559, 2783433.2172785252]",20.03,7.89,24.42,5.98
209,209.0,AHPN Glendale,Holt Winter's,12.41,1.0,[2548254.03 3040553.03 2951123.  ],6.95,"[2864420.4960367302, 2955492.684282888, 3117750.8981917547]",5.65,14.41,2.8,6.14
210,210.0,AHPN Glendale,Holt Winter's,4.76,2.0,[3040553.03 2951123.   3228020.04],4.32,"[2895735.6144544086, 3046363.6385514624, 3388636.9178793146]",4.98,12.17,3.23,7.74
211,211.0,AHPN Glendale,Holt Winter's,4.03,3.0,[2951123.   3228020.04 3171632.31],8.68,"[3069977.4227821026, 3411979.974489997, 2654200.8317869073]",16.31,11.98,5.7,6.85
212,212.0,AHPN Glendale,Holt Winter's,0.09,4.0,[3228020.04 3171632.31 3627974.99],17.12,"[3231045.194969695, 2448397.9491956206, 2594918.798251572]",28.47,11.42,22.8,6.07
213,213.0,AHPN Glendale,Holt Winter's,20.49,5.0,[3171632.31 3627974.99 3007341.07],17.05,"[2521857.8781216023, 2668647.503277273, 2880667.5366389994]",4.21,11.62,26.44,3.65
214,214.0,AHPN Glendale,Holt Winter's,23.07,6.0,[3627974.99 3007341.07 3435716.  ],15.82,"[2790988.861967021, 3014314.341774418, 2605779.1991015207]",24.16,11.6,0.23,9.16
215,215.0,AHPN Glendale,Holt Winter's,6.04,7.0,[3007341.07 3435716.   3282077.21],10.01,"[3189081.599153537, 2759360.9212707873, 3140661.534013615]",4.31,11.65,19.69,15.84
216,216.0,AHPN Glendale,Holt Winter's,20.94,8.0,[3435716.   3282077.21 3049545.87],12.14,"[2716194.0978089804, 3104338.3240601993, 2743003.4531353787]",10.05,11.32,5.42,16.67
217,217.0,AHPN Glendale,Holt Winter's,4.51,9.0,[3282077.21 3049545.87 3176028.07],4.4,"[3429976.7181184264, 3028254.6900519202, 2922001.831674452]",8.0,11.19,0.7,15.12
218,218.0,AHPN Glendale,Holt Winter's,2.15,10.0,[3049545.87 3176028.07 3933838.85],9.22,"[2983914.5857159505, 2876145.700516647, 3301434.8689445877]",16.08,11.74,9.44,8.21
219,219.0,AHPN Glendale,Holt Winter's,1.36,11.0,[3176028.07 3933838.85 3480470.4 ],6.84,"[3132873.2224078528, 3464162.698430584, 3229197.2932111276]",7.22,8.81,11.94,16.18
220,220.0,AHPN Glendale,PROPHET,15.81,1.0,[2548254.03 3040553.03 2951123.  ],13.81,"[2951023.0808182815, 3352935.9034697236, 3403926.578871171]",15.34,44.94,10.27,6.34
221,221.0,AHPN Glendale,PROPHET,12.22,2.0,[3040553.03 2951123.   3228020.04],15.31,"[2668919.880063644, 2597743.1242367304, 2526547.756140956]",21.73,45.3,11.97,12.68
222,222.0,AHPN Glendale,PROPHET,13.25,3.0,[2951123.   3228020.04 3171632.31],9.26,"[2560139.03429239, 3005330.9072498316, 3414155.898841837]",7.65,43.35,6.9,11.18
223,223.0,AHPN Glendale,PROPHET,15.94,4.0,[3228020.04 3171632.31 3627974.99],18.33,"[2713329.5525433403, 2580324.3442052742, 2887694.6315133655]",20.4,44.8,18.64,14.02
224,224.0,AHPN Glendale,PROPHET,2.86,5.0,[3171632.31 3627974.99 3007341.07],8.19,"[3262496.4332960146, 3575821.3419277444, 3616822.1511830417]",20.27,41.46,1.44,15.1
225,225.0,AHPN Glendale,PROPHET,18.82,6.0,[3627974.99 3007341.07 3435716.  ],16.01,"[2945227.339144328, 3034204.9432863835, 2463138.529880849]",28.31,31.81,0.89,9.53
226,226.0,AHPN Glendale,PROPHET,28.35,7.0,[3007341.07 3435716.   3282077.21],12.52,"[3859937.630484852, 3488410.100676559, 3030339.2434680853]",7.67,13.25,1.53,11.35
227,227.0,AHPN Glendale,PROPHET,26.0,8.0,[3435716.   3282077.21 3049545.87],9.81,"[2542350.960339233, 3258801.5934550534, 3132846.3934463365]",2.73,13.61,0.71,5.5
228,228.0,AHPN Glendale,PROPHET,2.46,9.0,[3282077.21 3049545.87 3176028.07],2.75,"[3362725.922385709, 3008665.2001200602, 3034612.3238139437]",4.45,13.09,1.34,12.71
229,229.0,AHPN Glendale,PROPHET,11.26,10.0,[3049545.87 3176028.07 3933838.85],11.96,"[3393051.640334127, 3353646.9705877146, 3185047.858097295]",19.03,8.69,5.59,13.73
230,230.0,AHPN Glendale,PROPHET,0.16,11.0,[3176028.07 3933838.85 3480470.4 ],8.77,"[3170897.5714644967, 3208357.525343494, 3211941.075877739]",7.72,6.56,18.44,6.4
231,231.0,AHPN Lodi,SARIMA,2.83,1.0,[1638129.57 1802147.88 1751993.4 ],7.21,"[1591794.1495509453, 1611135.9875908054, 1608173.9312407903]",8.21,8.19,10.6,7.84
232,232.0,AHPN Lodi,SARIMA,13.04,2.0,[1802147.88       1751993.4        1864295.35999999],9.3,"[1567121.9392851347, 1633588.0139966975, 1713391.3289304909]",8.09,7.24,6.76,16.54
233,233.0,AHPN Lodi,SARIMA,3.61,3.0,[1751993.4        1864295.35999999 1969195.29      ],6.6,"[1815178.337851615, 2066002.7754224692, 2074840.207395836]",5.36,6.73,10.82,8.68
234,234.0,AHPN Lodi,SARIMA,4.88,4.0,[1864295.35999999 1969195.29       1763356.95      ],6.04,"[1955273.6159566287, 1892491.530298122, 1927947.9712199986]",9.33,7.6,3.9,6.06
235,235.0,AHPN Lodi,SARIMA,2.08,5.0,[1969195.29 1763356.95 1743224.  ],6.54,"[2010184.9281048242, 1743095.1679078955, 2028851.8747433661]",16.39,6.92,1.15,7.44
236,236.0,AHPN Lodi,SARIMA,7.81,6.0,[1763356.95 1743224.   1937039.74],11.04,"[1901127.7386563055, 2063556.420333892, 2071457.3525575954]",6.94,8.29,18.38,0.73
237,237.0,AHPN Lodi,SARIMA,15.35,7.0,[1743224.   1937039.74 1945936.62],7.27,"[2010866.0479665876, 1840688.7913170229, 1917324.6948970754]",1.47,7.88,4.97,4.59
238,238.0,AHPN Lodi,SARIMAX,0.37,1.0,[1638129.57 1802147.88 1751993.4 ],7.01,"[1644227.3693821908, 1552999.9168764395, 1632350.2925049257]",6.83,7.79,13.83,9.17
239,239.0,AHPN Lodi,SARIMAX,4.64,2.0,[1802147.88       1751993.4        1864295.35999999],5.4,"[1718589.9922543347, 1658436.1727693724, 1748260.5315892126]",6.22,6.66,5.34,12.01
240,240.0,AHPN Lodi,SARIMAX,5.8,3.0,[1751993.4        1864295.35999999 1969195.29      ],4.3,"[1853540.4403428466, 1910603.0247224993, 2060314.0336852632]",4.63,5.39,2.48,6.56
241,241.0,AHPN Lodi,SARIMAX,5.05,4.0,[1864295.35999999 1969195.29       1763356.95      ],2.31,"[1770083.0852425683, 1937931.074701726, 1758503.975627079]",0.28,6.11,1.59,6.25
242,242.0,AHPN Lodi,SARIMAX,2.02,5.0,[1969195.29 1763356.95 1743224.  ],6.18,"[2009021.384624125, 1703961.8764022565, 1972571.1089330823]",13.16,6.51,3.37,2.25
243,243.0,AHPN Lodi,SARIMAX,2.96,6.0,[1763356.95 1743224.   1937039.74],5.98,"[1815557.9006776712, 1935059.0940847702, 2013837.7252089488]",3.96,5.63,11.0,2.93
244,244.0,AHPN Lodi,SARIMAX,14.5,7.0,[1743224.   1937039.74 1945936.62],7.51,"[1996026.2854273915, 2033836.347142884, 2005095.4470505372]",3.04,6.26,5.0,2.75
245,245.0,AHPN Lodi,TBATS,1.02,1.0,[1638129.57 1802147.88 1751993.4 ],2.9,"[1621373.507780942, 1707344.1439407906, 1794263.342199333]",2.41,15.57,5.26,8.8
246,246.0,AHPN Lodi,TBATS,2.67,2.0,[1802147.88       1751993.4        1864295.35999999],3.91,"[1754089.6260533917, 1843432.9718514762, 1936222.9190216695]",3.86,9.65,5.22,7.96
247,247.0,AHPN Lodi,TBATS,3.3,3.0,[1751993.4        1864295.35999999 1969195.29      ],2.61,"[1809870.6880547695, 1909118.4148461018, 2011035.3163604087]",2.12,8.62,2.4,3.85
248,248.0,AHPN Lodi,TBATS,7.17,4.0,[1864295.35999999 1969195.29       1763356.95      ],14.76,"[1998006.1379753903, 2130968.3571637045, 2272778.8820125186]",28.89,8.26,8.22,3.35
249,249.0,AHPN Lodi,TBATS,0.7,5.0,[1969195.29 1763356.95 1743224.  ],14.29,"[1982967.864719183, 2076164.388926775, 2169360.9131276156]",24.45,7.51,17.74,2.83
250,250.0,AHPN Lodi,TBATS,26.6,6.0,[1763356.95 1743224.   1937039.74],30.0,"[2232480.432609677, 2355296.404784918, 2484868.882131828]",28.28,7.08,35.11,6.55
251,251.0,AHPN Lodi,TBATS,21.14,7.0,[1743224.   1937039.74 1945936.62],15.39,"[2111744.588951165, 2160457.538262447, 2208582.9577613953]",13.5,7.21,11.53,6.66
252,252.0,AHPN Lodi,VARMAX,2.47,1.0,[1638129.57 1802147.88 1751993.4 ],9.59,"[1597670.8525204083, 1534637.8846786069, 1551402.3855017573]",11.45,15.74,14.84,18.55
253,253.0,AHPN Lodi,VARMAX,16.45,2.0,[1802147.88       1751993.4        1864295.35999999],15.81,"[1505643.5735512583, 1594416.105115752, 1454217.204230551]",22.0,7.47,8.99,16.95
254,254.0,AHPN Lodi,VARMAX,4.95,3.0,[1751993.4        1864295.35999999 1969195.29      ],4.63,"[1665349.4783039617, 1811348.3309988594, 1849017.5254294612]",6.1,7.02,2.84,8.16
255,255.0,AHPN Lodi,VARMAX,7.22,4.0,[1864295.35999999 1969195.29       1763356.95      ],6.72,"[1729663.5519806624, 1813578.0541547362, 1674503.5035000714]",5.04,8.64,7.9,9.41
256,256.0,AHPN Lodi,VARMAX,8.39,5.0,[1969195.29 1763356.95 1743224.  ],4.02,"[1803932.3546085618, 1733293.9226812564, 1709066.184820855]",1.96,9.59,1.7,11.14
257,257.0,AHPN Lodi,VARMAX,5.84,6.0,[1763356.95 1743224.   1937039.74],5.82,"[1866249.0920937236, 1644476.4051181634, 1821751.7323613388]",5.95,9.24,5.66,8.88
258,258.0,AHPN Lodi,VARMAX,3.98,7.0,[1743224.   1937039.74 1945936.62],6.42,"[1812629.8910528233, 1807504.554130448, 1778977.0750579995]",8.58,7.07,6.69,5.41
259,259.0,AHPN Lodi,VARMA,5.79,1.0,[1638129.57 1802147.88 1751993.4 ],14.28,"[1543322.341932945, 1481187.3331480597, 1414692.1354410953]",19.25,24.13,17.81,18.06
260,260.0,AHPN Lodi,VARMA,11.82,2.0,[1802147.88       1751993.4        1864295.35999999],11.68,"[1589153.0808978102, 1616883.5185060212, 1575177.492670145]",15.51,13.56,7.71,17.23
261,261.0,AHPN Lodi,VARMA,11.61,3.0,[1751993.4        1864295.35999999 1969195.29      ],10.19,"[1548640.9223625262, 1750344.8191768497, 1716404.0760746375]",12.84,10.2,6.11,6.45
262,262.0,AHPN Lodi,VARMA,8.09,4.0,[1864295.35999999 1969195.29       1763356.95      ],4.31,"[1713497.2295545898, 1877321.3831632007, 1766222.1448617757]",0.16,12.68,4.67,6.15
263,263.0,AHPN Lodi,VARMA,5.62,5.0,[1969195.29 1763356.95 1743224.  ],4.16,"[1858430.043995206, 1821073.9760963542, 1805887.9210938837]",3.59,10.58,3.27,11.15
264,264.0,AHPN Lodi,VARMA,3.63,6.0,[1763356.95 1743224.   1937039.74],6.08,"[1827306.702685566, 1884397.590383319, 1811119.4235122316]",6.5,9.47,8.1,12.36
265,265.0,AHPN Lodi,VARMA,9.23,7.0,[1743224.   1937039.74 1945936.62],8.75,"[1904088.097889953, 1770754.862403975, 1781895.3093018692]",8.43,9.64,8.58,8.14
266,266.0,AHPN Lodi,Holt Winter's,0.66,1.0,[1638129.57 1802147.88 1751993.4 ],6.98,"[1627244.161084203, 1572651.513062827, 1883980.4334616899]",7.53,10.72,12.73,9.41
267,267.0,AHPN Lodi,Holt Winter's,9.74,2.0,[1802147.88       1751993.4        1864295.35999999],7.63,"[1626661.57102721, 1928800.1892523293, 1921487.3547688213]",3.07,7.03,10.09,10.44
268,268.0,AHPN Lodi,Holt Winter's,11.39,3.0,[1751993.4        1864295.35999999 1969195.29      ],9.42,"[1951578.2279076271, 1980873.6647281677, 2177981.287774585]",10.6,7.28,6.25,11.93
269,269.0,AHPN Lodi,Holt Winter's,3.92,4.0,[1864295.35999999 1969195.29       1763356.95      ],14.12,"[1937368.7373277165, 2361571.450571917, 2089663.1324149924]",18.5,6.4,19.93,9.5
270,270.0,AHPN Lodi,Holt Winter's,14.43,5.0,[1969195.29 1763356.95 1743224.  ],15.11,"[2253355.219177713, 2007115.352011627, 2041007.4242883802]",17.08,6.02,13.82,10.87
271,271.0,AHPN Lodi,Holt Winter's,12.99,6.0,[1763356.95 1743224.   1937039.74],14.99,"[1992497.88593961, 2056252.4991147383, 2208640.726081934]",14.02,7.13,17.96,9.89
272,272.0,AHPN Lodi,Holt Winter's,9.3,7.0,[1743224.   1937039.74 1945936.62],6.51,"[1905387.7780124731, 1994140.5899284363, 2087770.0380806415]",7.29,6.54,2.95,5.75
273,273.0,AHPN Lodi,PROPHET,4.65,1.0,[1638129.57 1802147.88 1751993.4 ],9.17,"[1562028.8384291106, 1584931.841963714, 1562578.8339026938]",10.81,7.71,12.05,18.32
274,274.0,AHPN Lodi,PROPHET,10.17,2.0,[1802147.88       1751993.4        1864295.35999999],11.25,"[1618941.6693533475, 1581068.5503888824, 1606487.4865435795]",13.83,6.4,9.76,18.54
275,275.0,AHPN Lodi,PROPHET,1.38,3.0,[1751993.4        1864295.35999999 1969195.29      ],3.54,"[1776131.7187929626, 1793469.4051250047, 1862179.508068921]",5.43,7.47,3.8,11.29
276,276.0,AHPN Lodi,PROPHET,3.83,4.0,[1864295.35999999 1969195.29       1763356.95      ],4.41,"[1792879.5512328916, 1858848.9433355213, 1830355.9233048179]",3.8,6.01,5.6,5.04
