,billing_entity,model,set_no,train_mape,val_mape,test_mape,test_actual,test_predicted,one_month,third_month,two_month
154,AHPN Glendale,SARIMA,1,11.42,5.01,5.67,[2548254.03 3040553.03 2951123.  ],"[2667097.017137868, 2804200.4536422584, 2816206.4862286127]",4.66,4.57,7.77
155,AHPN Glendale,SARIMA,2,11.02,5.04,8.52,[3040553.03 2951123.   3228020.04],"[2764335.4014617815, 2745816.313753071, 2920952.753214215]",9.08,9.51,6.96
156,AHPN Glendale,SARIMA,3,11.04,4.78,8.95,[2951123.   3228020.04 3171632.31],"[2867149.756791558, 3060960.072458163, 2574007.076401276]",2.85,18.84,5.18
157,AHPN Glendale,SARIMA,4,10.6,3.44,18.44,[3228020.04 3171632.31 3627974.99],"[3108913.571369181, 2380713.907139706, 2659475.1857212125]",3.69,26.7,24.94
158,AHPN Glendale,SARIMA,5,9.46,5.95,14.52,[3171632.31 3627974.99 3007341.07],"[2471915.308942411, 2858619.4809714914, 2998655.9995990507]",22.06,0.29,21.21
159,AHPN Glendale,SARIMA,6,10.26,7.07,12.46,[3627974.99 3007341.07 3435716.  ],"[2978236.5866382546, 3093108.5346124833, 2865066.7078869375]",17.91,16.61,2.85
160,AHPN Glendale,SARIMA,7,8.68,16.99,8.59,[3007341.07 3435716.   3282077.21],"[3613663.316792953, 3443860.253812118, 3458689.760857868]",20.16,5.38,0.24
161,AHPN Glendale,SARIMA,8,9.87,8.78,4.89,[3435716.   3282077.21 3049545.87],"[3233887.976145734, 3473295.8472652463, 3139759.0204093643]",5.87,2.96,5.83
162,AHPN Glendale,SARIMA,9,8.16,19.04,6.31,[3282077.21 3049545.87 3176028.07],"[2989867.2099500024, 2990118.4653414474, 2919156.3256630646]",8.9,8.09,1.95
163,AHPN Glendale,SARIMA,10,10.4,5.95,10.68,[3049545.87 3176028.07 3933838.85],"[3379101.515086281, 3336311.7061522678, 3297425.8534792187]",10.81,16.18,5.05
164,AHPN Glendale,SARIMA,11,9.22,8.46,10.21,[3176028.07 3933838.85 3480470.4 ],"[3287044.040496599, 3176814.9356468813, 3205876.4743224015]",3.5,7.89,19.24
165,AHPN Glendale,SARIMAX,1,13.17,10.95,7.05,[2548254.03 3040553.03 2951123.  ],"[2606441.6212410713, 2736272.645740186, 2689513.836999101]",2.28,8.86,10.01
166,AHPN Glendale,SARIMAX,2,12.39,6.26,8.81,[3040553.03 2951123.   3228020.04],"[2711878.307610516, 2686582.5309223267, 3012768.4439169853]",10.81,6.67,8.96
167,AHPN Glendale,SARIMAX,3,12.72,8.9,6.73,[2951123.   3228020.04 3171632.31],"[2826221.8535760175, 3216329.854086116, 2677319.47045884]",4.23,15.59,0.36
168,AHPN Glendale,SARIMAX,4,12.2,4.89,13.64,[3228020.04 3171632.31 3627974.99],"[3251680.3383813244, 2669127.3924129223, 2744439.3071314795]",0.73,24.35,15.84
169,AHPN Glendale,SARIMAX,5,10.05,1.78,15.92,[3171632.31 3627974.99 3007341.07],"[2539139.4271386955, 2764881.3200396085, 2886489.9324077517]",19.94,4.02,23.79
170,AHPN Glendale,SARIMAX,6,9.87,4.47,15.67,[3627974.99 3007341.07 3435716.  ],"[2634135.5223982446, 2609379.6380301747, 3216625.084498044]",27.39,6.38,13.23
171,AHPN Glendale,SARIMAX,7,8.29,10.44,7.05,[3007341.07 3435716.   3282077.21],"[2728788.2403101344, 3773137.5910130246, 3214681.2205310967]",9.26,2.05,9.82
172,AHPN Glendale,SARIMAX,8,9.89,14.23,15.64,[3435716.   3282077.21 3049545.87],"[2536892.7632733155, 3080114.0099982508, 2604014.87422058]",26.16,14.61,6.15
173,AHPN Glendale,SARIMAX,9,7.13,19.02,12.55,[3282077.21 3049545.87 3176028.07],"[2912933.2556195995, 2671087.507173119, 2731260.3911088384]",11.25,14,12.41
174,AHPN Glendale,SARIMAX,10,8.59,10.16,12.33,[3049545.87 3176028.07 3933838.85],"[2791334.3054312747, 2836430.5048740623, 3232509.2284131777]",8.47,17.83,10.69
175,AHPN Glendale,SARIMAX,11,9.08,2.42,10.73,[3176028.07 3933838.85 3480470.4 ],"[3484184.757153777, 3334565.2067478066, 3228376.269665523]",9.7,7.24,15.23
176,AHPN Glendale,TBATS,1,58.29,6.11,8.03,[2548254.03 3040553.03 2951123.  ],"[2745505.2114152326, 2748787.6899097767, 2751758.5646283203]",7.74,6.76,9.6
177,AHPN Glendale,TBATS,2,56.89,7.52,11.09,[3040553.03 2951123.   3228020.04],"[2727346.5904528387, 2728806.9547848944, 2730000.3538393434]",10.3,15.43,7.53
178,AHPN Glendale,TBATS,3,56.38,9.47,10.32,[2951123.   3228020.04 3171632.31],"[2783668.6334168385, 2791580.6146491715, 2798432.982410284]",5.67,11.77,13.52
179,AHPN Glendale,TBATS,4,53.7,7.75,13.76,[3228020.04 3171632.31 3627974.99],"[2864908.804777743, 2872838.976666941, 2880713.0599571005]",11.25,20.6,9.42
180,AHPN Glendale,TBATS,5,48.96,11.07,8.47,[3171632.31 3627974.99 3007341.07],"[2966856.6696142815, 2973604.7784880665, 2980059.720792132]",6.46,0.91,18.04
181,AHPN Glendale,TBATS,6,38.37,8.13,10.33,[3627974.99 3007341.07 3435716.  ],"[2994288.5501219924, 2991627.625642127, 2989253.8881044914]",17.47,12.99,0.52
182,AHPN Glendale,TBATS,7,19.97,13.75,5.48,[3007341.07 3435716.   3282077.21],"[3137654.9719849206, 3149630.5369977765, 3158413.45759752]",4.33,3.77,8.33
183,AHPN Glendale,TBATS,8,19.51,10.14,6.03,[3435716.   3282077.21 3049545.87],"[3064871.4747409397, 3051916.738736941, 3040597.229764231]",10.79,0.29,7.01
184,AHPN Glendale,TBATS,9,19.49,11.79,3.12,[3282077.21 3049545.87 3176028.07],"[3126608.5129767456, 3105828.1630261857, 3088171.5902882875]",4.74,2.77,1.85
185,AHPN Glendale,TBATS,10,18.08,5.93,8.66,[3049545.87 3176028.07 3933838.85],"[3132871.202092456, 3113246.925315133, 3097610.0630926974]",2.73,21.26,1.98
186,AHPN Glendale,TBATS,11,11.62,5.41,10.92,[3176028.07 3933838.85 3480470.4 ],"[3131553.819212359, 3119515.649154095, 3109935.4721752866]",1.4,10.65,20.7
187,AHPN Glendale,VARMAX,1,36.84,10.2,6,[2548254.03 3040553.03 2951123.  ],"[2572374.348522858, 2793407.4438720495, 2687373.5651187897]",0.95,8.94,8.13
188,AHPN Glendale,VARMAX,2,30.82,7.73,9.27,[3040553.03 2951123.   3228020.04],"[3002773.033779087, 2616382.981344706, 2737032.427613083]",1.24,15.21,11.34
189,AHPN Glendale,VARMAX,3,38.26,6.79,6.89,[2951123.   3228020.04 3171632.31],"[2603936.8089650343, 3261838.3000383764, 2922871.1889307857]",11.76,7.84,1.05
190,AHPN Glendale,VARMAX,4,30.35,9.74,11.65,[3228020.04 3171632.31 3627974.99],"[3566062.3655390274, 3337449.3380101006, 2929781.717751583]",10.47,19.24,5.23
191,AHPN Glendale,VARMAX,5,44.53,4.94,9.5,[3171632.31 3627974.99 3007341.07],"[3273553.2730619186, 2956480.530131815, 2803427.812738517]",3.21,6.78,18.51
192,AHPN Glendale,VARMAX,6,45.51,10.99,21.7,[3627974.99 3007341.07 3435716.  ],"[2757488.134767785, 2482151.111529524, 2623625.666775473]",23.99,23.64,17.46
193,AHPN Glendale,VARMAX,7,14.24,10.47,12.54,[3007341.07 3435716.   3282077.21],"[2401731.1411241083, 3180723.497133265, 2951552.8685623854]",20.14,10.07,7.42
194,AHPN Glendale,VARMAX,8,13.6,9.92,8.24,[3435716.   3282077.21 3049545.87],"[3141338.6040040925, 3562467.9867494497, 3281335.327374954]",8.57,7.6,8.54
195,AHPN Glendale,VARMAX,9,16.44,15.25,2.95,[3282077.21 3049545.87 3176028.07],"[3306241.6571113914, 2898707.565479602, 3276941.8723553666]",0.74,3.18,4.95
196,AHPN Glendale,VARMAX,10,12.65,10.67,9.37,[3049545.87 3176028.07 3933838.85],"[3165188.5157742766, 3521701.224682472, 3405046.364126362]",3.79,13.44,10.88
197,AHPN Glendale,VARMAX,11,7.12,1.34,14.61,[3176028.07 3933838.85 3480470.4 ],"[3377725.9715073626, 3047025.2027314357, 2960156.5805049688]",6.35,14.95,22.54
198,AHPN Glendale,VARMA,1,27.64,7.1,4.12,[2548254.03 3040553.03 2951123.  ],"[2714640.9586268063, 3171312.918677136, 2996571.093365273]",6.53,1.54,4.3
199,AHPN Glendale,VARMA,2,33.38,11.74,7.06,[3040553.03 2951123.   3228020.04],"[2919467.853145188, 2751589.78752364, 2891495.35358425]",3.98,10.43,6.76
200,AHPN Glendale,VARMA,3,35.8,6.96,4.93,[2951123.   3228020.04 3171632.31],"[2914476.2725572237, 2996656.4745950997, 2969551.2350359596]",1.24,6.37,7.17
201,AHPN Glendale,VARMA,4,38.21,5.79,12.81,[3228020.04 3171632.31 3627974.99],"[3669762.8577724937, 3030661.69919285, 2891497.4843624677]",13.68,20.3,4.44
202,AHPN Glendale,VARMA,5,50.57,7.98,8.82,[3171632.31 3627974.99 3007341.07],"[3307451.123532522, 3111886.5722979116, 3246946.4784307913]",4.28,7.97,14.23
203,AHPN Glendale,VARMA,6,52.89,7.87,20.57,[3627974.99 3007341.07 3435716.  ],"[2964614.5654803016, 2408219.0185989, 2628498.8908435074]",18.28,23.49,19.92
204,AHPN Glendale,VARMA,7,16.53,8.05,11.74,[3007341.07 3435716.   3282077.21],"[2329678.368000547, 3475909.0064505003, 2904491.127142768]",22.53,11.5,1.17
205,AHPN Glendale,VARMA,8,16.71,7.19,3.27,[3435716.   3282077.21 3049545.87],"[3459303.2739125993, 3540713.082587821, 3011431.6636672444]",0.69,1.25,7.88
206,AHPN Glendale,VARMA,9,16.72,18.66,9.73,[3282077.21 3049545.87 3176028.07],"[3575526.08177698, 2497847.9215141865, 3244476.072642788]",8.94,2.16,18.09
207,AHPN Glendale,VARMA,10,15.31,6.77,9.66,[3049545.87 3176028.07 3933838.85],"[2978957.3013519556, 3510764.790960087, 3299513.670339393]",2.31,16.12,10.54
208,AHPN Glendale,VARMA,11,7.89,5.98,15.26,[3176028.07 3933838.85 3480470.4 ],"[3133547.3746232097, 2972999.315437559, 2783433.2172785252]",1.34,20.03,24.42
209,AHPN Glendale,Holt Winter's,1,14.41,6.14,6.95,[2548254.03 3040553.03 2951123.  ],"[2864420.4960367302, 2955492.684282888, 3117750.8981917547]",12.41,5.65,2.8
210,AHPN Glendale,Holt Winter's,2,12.17,7.74,4.32,[3040553.03 2951123.   3228020.04],"[2895735.6144544086, 3046363.6385514624, 3388636.9178793146]",4.76,4.98,3.23
211,AHPN Glendale,Holt Winter's,3,11.98,6.85,8.68,[2951123.   3228020.04 3171632.31],"[3069977.4227821026, 3411979.974489997, 2654200.8317869073]",4.03,16.31,5.7
212,AHPN Glendale,Holt Winter's,4,11.42,6.07,17.12,[3228020.04 3171632.31 3627974.99],"[3231045.194969695, 2448397.9491956206, 2594918.798251572]",0.09,28.47,22.8
213,AHPN Glendale,Holt Winter's,5,11.62,3.65,17.05,[3171632.31 3627974.99 3007341.07],"[2521857.8781216023, 2668647.503277273, 2880667.5366389994]",20.49,4.21,26.44
214,AHPN Glendale,Holt Winter's,6,11.6,9.16,15.82,[3627974.99 3007341.07 3435716.  ],"[2790988.861967021, 3014314.341774418, 2605779.1991015207]",23.07,24.16,0.23
215,AHPN Glendale,Holt Winter's,7,11.65,15.84,10.01,[3007341.07 3435716.   3282077.21],"[3189081.599153537, 2759360.9212707873, 3140661.534013615]",6.04,4.31,19.69
216,AHPN Glendale,Holt Winter's,8,11.32,16.67,12.14,[3435716.   3282077.21 3049545.87],"[2716194.0978089804, 3104338.3240601993, 2743003.4531353787]",20.94,10.05,5.42
217,AHPN Glendale,Holt Winter's,9,11.19,15.12,4.4,[3282077.21 3049545.87 3176028.07],"[3429976.7181184264, 3028254.6900519202, 2922001.831674452]",4.51,8,0.7
218,AHPN Glendale,Holt Winter's,10,11.74,8.21,9.22,[3049545.87 3176028.07 3933838.85],"[2983914.5857159505, 2876145.700516647, 3301434.8689445877]",2.15,16.08,9.44
219,AHPN Glendale,Holt Winter's,11,8.81,16.18,6.84,[3176028.07 3933838.85 3480470.4 ],"[3132873.2224078528, 3464162.698430584, 3229197.2932111276]",1.36,7.22,11.94
220,AHPN Glendale,PROPHET,1,44.94,6.34,13.81,[2548254.03 3040553.03 2951123.  ],"[2951023.0808182815, 3352935.9034697236, 3403926.578871171]",15.81,15.34,10.27
221,AHPN Glendale,PROPHET,2,45.3,12.68,15.31,[3040553.03 2951123.   3228020.04],"[2668919.880063644, 2597743.1242367304, 2526547.756140956]",12.22,21.73,11.97
222,AHPN Glendale,PROPHET,3,43.35,11.18,9.26,[2951123.   3228020.04 3171632.31],"[2560139.03429239, 3005330.9072498316, 3414155.898841837]",13.25,7.65,6.9
223,AHPN Glendale,PROPHET,4,44.8,14.02,18.33,[3228020.04 3171632.31 3627974.99],"[2713329.5525433403, 2580324.3442052742, 2887694.6315133655]",15.94,20.4,18.64
224,AHPN Glendale,PROPHET,5,41.46,15.1,8.19,[3171632.31 3627974.99 3007341.07],"[3262496.4332960146, 3575821.3419277444, 3616822.1511830417]",2.86,20.27,1.44
225,AHPN Glendale,PROPHET,6,31.81,9.53,16.01,[3627974.99 3007341.07 3435716.  ],"[2945227.339144328, 3034204.9432863835, 2463138.529880849]",18.82,28.31,0.89
226,AHPN Glendale,PROPHET,7,13.25,11.35,12.52,[3007341.07 3435716.   3282077.21],"[3859937.630484852, 3488410.100676559, 3030339.2434680853]",28.35,7.67,1.53
227,AHPN Glendale,PROPHET,8,13.61,5.5,9.81,[3435716.   3282077.21 3049545.87],"[2542350.960339233, 3258801.5934550534, 3132846.3934463365]",26,2.73,0.71
228,AHPN Glendale,PROPHET,9,13.09,12.71,2.75,[3282077.21 3049545.87 3176028.07],"[3362725.922385709, 3008665.2001200602, 3034612.3238139437]",2.46,4.45,1.34
229,AHPN Glendale,PROPHET,10,8.69,13.73,11.96,[3049545.87 3176028.07 3933838.85],"[3393051.640334127, 3353646.9705877146, 3185047.858097295]",11.26,19.03,5.59
230,AHPN Glendale,PROPHET,11,6.56,6.4,8.77,[3176028.07 3933838.85 3480470.4 ],"[3170897.5714644967, 3208357.525343494, 3211941.075877739]",0.16,7.72,18.44
231,AHPN Lodi,SARIMA,1,8.19,7.84,7.21,[1638129.57 1802147.88 1751993.4 ],"[1591794.1495509453, 1611135.9875908054, 1608173.9312407903]",2.83,8.21,10.6
232,AHPN Lodi,SARIMA,2,7.24,16.54,9.3,[1802147.88       1751993.4        1864295.35999999],"[1567121.9392851347, 1633588.0139966975, 1713391.3289304909]",13.04,8.09,6.76
233,AHPN Lodi,SARIMA,3,6.73,8.68,6.6,[1751993.4        1864295.35999999 1969195.29      ],"[1815178.337851615, 2066002.7754224692, 2074840.207395836]",3.61,5.36,10.82
234,AHPN Lodi,SARIMA,4,7.6,6.06,6.04,[1864295.35999999 1969195.29       1763356.95      ],"[1955273.6159566287, 1892491.530298122, 1927947.9712199986]",4.88,9.33,3.9
235,AHPN Lodi,SARIMA,5,6.92,7.44,6.54,[1969195.29 1763356.95 1743224.  ],"[2010184.9281048242, 1743095.1679078955, 2028851.8747433661]",2.08,16.39,1.15
236,AHPN Lodi,SARIMA,6,8.29,0.73,11.04,[1763356.95 1743224.   1937039.74],"[1901127.7386563055, 2063556.420333892, 2071457.3525575954]",7.81,6.94,18.38
237,AHPN Lodi,SARIMA,7,7.88,4.59,7.27,[1743224.   1937039.74 1945936.62],"[2010866.0479665876, 1840688.7913170229, 1917324.6948970754]",15.35,1.47,4.97
238,AHPN Lodi,SARIMAX,1,7.79,9.17,7.01,[1638129.57 1802147.88 1751993.4 ],"[1644227.3693821908, 1552999.9168764395, 1632350.2925049257]",0.37,6.83,13.83
239,AHPN Lodi,SARIMAX,2,6.66,12.01,5.4,[1802147.88       1751993.4        1864295.35999999],"[1718589.9922543347, 1658436.1727693724, 1748260.5315892126]",4.64,6.22,5.34
240,AHPN Lodi,SARIMAX,3,5.39,6.56,4.3,[1751993.4        1864295.35999999 1969195.29      ],"[1853540.4403428466, 1910603.0247224993, 2060314.0336852632]",5.8,4.63,2.48
241,AHPN Lodi,SARIMAX,4,6.11,6.25,2.31,[1864295.35999999 1969195.29       1763356.95      ],"[1770083.0852425683, 1937931.074701726, 1758503.975627079]",5.05,0.28,1.59
242,AHPN Lodi,SARIMAX,5,6.51,2.25,6.18,[1969195.29 1763356.95 1743224.  ],"[2009021.384624125, 1703961.8764022565, 1972571.1089330823]",2.02,13.16,3.37
243,AHPN Lodi,SARIMAX,6,5.63,2.93,5.98,[1763356.95 1743224.   1937039.74],"[1815557.9006776712, 1935059.0940847702, 2013837.7252089488]",2.96,3.96,11
244,AHPN Lodi,SARIMAX,7,6.26,2.75,7.51,[1743224.   1937039.74 1945936.62],"[1996026.2854273915, 2033836.347142884, 2005095.4470505372]",14.5,3.04,5
245,AHPN Lodi,TBATS,1,15.57,8.8,2.9,[1638129.57 1802147.88 1751993.4 ],"[1621373.507780942, 1707344.1439407906, 1794263.342199333]",1.02,2.41,5.26
246,AHPN Lodi,TBATS,2,9.65,7.96,3.91,[1802147.88       1751993.4        1864295.35999999],"[1754089.6260533917, 1843432.9718514762, 1936222.9190216695]",2.67,3.86,5.22
247,AHPN Lodi,TBATS,3,8.62,3.85,2.61,[1751993.4        1864295.35999999 1969195.29      ],"[1809870.6880547695, 1909118.4148461018, 2011035.3163604087]",3.3,2.12,2.4
248,AHPN Lodi,TBATS,4,8.26,3.35,14.76,[1864295.35999999 1969195.29       1763356.95      ],"[1998006.1379753903, 2130968.3571637045, 2272778.8820125186]",7.17,28.89,8.22
249,AHPN Lodi,TBATS,5,7.51,2.83,14.29,[1969195.29 1763356.95 1743224.  ],"[1982967.864719183, 2076164.388926775, 2169360.9131276156]",0.7,24.45,17.74
250,AHPN Lodi,TBATS,6,7.08,6.55,30,[1763356.95 1743224.   1937039.74],"[2232480.432609677, 2355296.404784918, 2484868.882131828]",26.6,28.28,35.11
251,AHPN Lodi,TBATS,7,7.21,6.66,15.39,[1743224.   1937039.74 1945936.62],"[2111744.588951165, 2160457.538262447, 2208582.9577613953]",21.14,13.5,11.53
252,AHPN Lodi,VARMAX,1,15.74,18.55,9.59,[1638129.57 1802147.88 1751993.4 ],"[1597670.8525204083, 1534637.8846786069, 1551402.3855017573]",2.47,11.45,14.84
253,AHPN Lodi,VARMAX,2,7.47,16.95,15.81,[1802147.88       1751993.4        1864295.35999999],"[1505643.5735512583, 1594416.105115752, 1454217.204230551]",16.45,22,8.99
254,AHPN Lodi,VARMAX,3,7.02,8.16,4.63,[1751993.4        1864295.35999999 1969195.29      ],"[1665349.4783039617, 1811348.3309988594, 1849017.5254294612]",4.95,6.1,2.84
255,AHPN Lodi,VARMAX,4,8.64,9.41,6.72,[1864295.35999999 1969195.29       1763356.95      ],"[1729663.5519806624, 1813578.0541547362, 1674503.5035000714]",7.22,5.04,7.9
256,AHPN Lodi,VARMAX,5,9.59,11.14,4.02,[1969195.29 1763356.95 1743224.  ],"[1803932.3546085618, 1733293.9226812564, 1709066.184820855]",8.39,1.96,1.7
257,AHPN Lodi,VARMAX,6,9.24,8.88,5.82,[1763356.95 1743224.   1937039.74],"[1866249.0920937236, 1644476.4051181634, 1821751.7323613388]",5.84,5.95,5.66
258,AHPN Lodi,VARMAX,7,7.07,5.41,6.42,[1743224.   1937039.74 1945936.62],"[1812629.8910528233, 1807504.554130448, 1778977.0750579995]",3.98,8.58,6.69
259,AHPN Lodi,VARMA,1,24.13,18.06,14.28,[1638129.57 1802147.88 1751993.4 ],"[1543322.341932945, 1481187.3331480597, 1414692.1354410953]",5.79,19.25,17.81
260,AHPN Lodi,VARMA,2,13.56,17.23,11.68,[1802147.88       1751993.4        1864295.35999999],"[1589153.0808978102, 1616883.5185060212, 1575177.492670145]",11.82,15.51,7.71
261,AHPN Lodi,VARMA,3,10.2,6.45,10.19,[1751993.4        1864295.35999999 1969195.29      ],"[1548640.9223625262, 1750344.8191768497, 1716404.0760746375]",11.61,12.84,6.11
262,AHPN Lodi,VARMA,4,12.68,6.15,4.31,[1864295.35999999 1969195.29       1763356.95      ],"[1713497.2295545898, 1877321.3831632007, 1766222.1448617757]",8.09,0.16,4.67
263,AHPN Lodi,VARMA,5,10.58,11.15,4.16,[1969195.29 1763356.95 1743224.  ],"[1858430.043995206, 1821073.9760963542, 1805887.9210938837]",5.62,3.59,3.27
264,AHPN Lodi,VARMA,6,9.47,12.36,6.08,[1763356.95 1743224.   1937039.74],"[1827306.702685566, 1884397.590383319, 1811119.4235122316]",3.63,6.5,8.1
265,AHPN Lodi,VARMA,7,9.64,8.14,8.75,[1743224.   1937039.74 1945936.62],"[1904088.097889953, 1770754.862403975, 1781895.3093018692]",9.23,8.43,8.58
266,AHPN Lodi,Holt Winter's,1,10.72,9.41,6.98,[1638129.57 1802147.88 1751993.4 ],"[1627244.161084203, 1572651.513062827, 1883980.4334616899]",0.66,7.53,12.73
267,AHPN Lodi,Holt Winter's,2,7.03,10.44,7.63,[1802147.88       1751993.4        1864295.35999999],"[1626661.57102721, 1928800.1892523293, 1921487.3547688213]",9.74,3.07,10.09
268,AHPN Lodi,Holt Winter's,3,7.28,11.93,9.42,[1751993.4        1864295.35999999 1969195.29      ],"[1951578.2279076271, 1980873.6647281677, 2177981.287774585]",11.39,10.6,6.25
269,AHPN Lodi,Holt Winter's,4,6.4,9.5,14.12,[1864295.35999999 1969195.29       1763356.95      ],"[1937368.7373277165, 2361571.450571917, 2089663.1324149924]",3.92,18.5,19.93
270,AHPN Lodi,Holt Winter's,5,6.02,10.87,15.11,[1969195.29 1763356.95 1743224.  ],"[2253355.219177713, 2007115.352011627, 2041007.4242883802]",14.43,17.08,13.82
271,AHPN Lodi,Holt Winter's,6,7.13,9.89,14.99,[1763356.95 1743224.   1937039.74],"[1992497.88593961, 2056252.4991147383, 2208640.726081934]",12.99,14.02,17.96
272,AHPN Lodi,Holt Winter's,7,6.54,5.75,6.51,[1743224.   1937039.74 1945936.62],"[1905387.7780124731, 1994140.5899284363, 2087770.0380806415]",9.3,7.29,2.95
273,AHPN Lodi,PROPHET,1,7.71,18.32,9.17,[1638129.57 1802147.88 1751993.4 ],"[1562028.8384291106, 1584931.841963714, 1562578.8339026938]",4.65,10.81,12.05
274,AHPN Lodi,PROPHET,2,6.4,18.54,11.25,[1802147.88       1751993.4        1864295.35999999],"[1618941.6693533475, 1581068.5503888824, 1606487.4865435795]",10.17,13.83,9.76
275,AHPN Lodi,PROPHET,3,7.47,11.29,3.54,[1751993.4        1864295.35999999 1969195.29      ],"[1776131.7187929626, 1793469.4051250047, 1862179.508068921]",1.38,5.43,3.8
276,AHPN Lodi,PROPHET,4,6.01,5.04,4.41,[1864295.35999999 1969195.29       1763356.95      ],"[1792879.5512328916, 1858848.9433355213, 1830355.9233048179]",3.83,3.8,5.6
277,AHPN Lodi,PROPHET,5,5.62,9.11,8.57,[1969195.29 1763356.95 1743224.  ],"[1922265.4634410155, 1985111.7214050696, 1930786.6144300583]",2.38,10.76,12.58
278,AHPN Lodi,PROPHET,6,5.43,4.13,9.6,[1763356.95 1743224.   1937039.74],"[2009549.8269048962, 1987231.9266597156, 1920753.0228355788]",13.96,0.84,14
279,AHPN Lodi,PROPHET,7,5.36,4.36,5,[1743224.   1937039.74 1945936.62],"[1993308.7576319445, 1931408.8414746872, 1939140.1526726347]",14.35,0.35,0.29
280,AHPN Napa Valley,SARIMA,1,7.91,12.68,21.89,[2082022.   3233703.   2787278.42],"[2274261.952328884, 2052411.563493772, 2232055.60050756]",9.23,19.92,36.53
281,AHPN Napa Valley,SARIMA,2,7.7,6.08,27.7,[3233703.   2787278.42 2726314.99],"[2016786.862079712, 2144589.149864306, 2115543.0295437328]",37.63,22.4,23.06
282,AHPN Napa Valley,SARIMA,3,6.7,20.85,9.51,[2787278.42 2726314.99 2640700.  ],"[2538621.7359424727, 2533708.3184916642, 2309427.1362379924]",8.92,12.54,7.06
283,AHPN Napa Valley,SARIMA,4,6.98,23.75,4.1,[2726314.99 2640700.   2473993.01],"[2774113.862532675, 2639773.0541045247, 2734186.416658785]",1.75,10.52,0.04
284,AHPN Napa Valley,SARIMA,5,7.44,31.2,13.79,[2640700.   2473993.01 1890796.58],"[2618447.7912204205, 2627489.7170329033, 2539657.727006861]",0.84,34.32,6.2
285,AHPN Napa Valley,SARIMA,6,9.12,3.02,26.99,[2473993.01 1890796.58 1938978.45],"[2735017.874366342, 2665754.7413513637, 2509719.350170616]",10.55,29.44,40.99
286,AHPN Napa Valley,SARIMA,7,8.65,3.55,23.34,[1890796.58 1938978.45 2228626.8 ],"[2554462.4526811703, 2398271.559446243, 2479129.178305137]",35.1,11.24,23.69
287,AHPN Napa Valley,SARIMA,8,8.56,16.18,10.37,[1938978.45 2228626.8  2812445.18],"[1970588.8512504022, 2075505.8771482944, 2176275.2684245287]",1.63,22.62,6.87
288,AHPN Napa Valley,SARIMA,9,8.23,21.29,14.29,[2228626.8  2812445.18 2043002.71],"[1973730.389435693, 2082284.028704816, 2154721.7045795424]",11.44,5.47,25.96
289,AHPN Napa Valley,SARIMA,10,8.35,14.23,14.62,[2812445.18 2043002.71 2432621.01],"[2196673.6398582407, 2300350.3255948224, 2204917.494273428]",21.89,9.36,12.6
290,AHPN Napa Valley,SARIMAX,1,8.1,10.64,19.73,[2082022.   3233703.   2787278.42],"[2465080.7391095916, 2406130.2275946713, 2363467.614497248]",18.4,15.21,25.59
